835,Schwab,Josef,25,1809,4,13,,NULL,unbekannt,Innsbruck__von der Kohlstatt,Innsbruck__Berg Isel,gefallen
849,Stackler,Georg,32,1809,4,12,,NULL,unbekannt,Mieders__Neustift,Innsbruck__Berg Isel,erschossen
850,Gleinser,Johann,28,1809,11,1,,NULL,bauer,Mieders__Neustift,Innsbruck__Berg Isel,kanone
851,Markart,Josef,30,1809,11,1,,NULL,arbeiter,Mieders__Gossensaß,Innsbruck__Berg Isel,kanone
852,Schett,Christian,34,1809,4,12,,NULL,arbeiter,Mieders__Trens,Innsbruck__Berg Isel,erschossen
853,Hager,Donat,36,1809,4,12,,NULL,bauer,Mieders__Kreith,Innsbruck__Berg Isel,erschossen
854,Fieler,Johann,50,1809,4,12,,NULL,bauer,Mieders__Telfes,Innsbruck__Berg Isel,nahkampf
855,Jäger,Alois,16,1809,4,12,,NULL,bauer,Mieders__Telfes,Innsbruck__Berg Isel,nahkampf
859,Stolz,Johann,60,1809,8,13,,NULL,unbekannt,Mieders__Telfes,Innsbruck__Berg Isel,gefallen
937,Baldemair,Karl,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Steinach,unknown__Gries bei Steinach,erschossen
938,Natter,Lorenz,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Steinach,Innsbruck__Berg Isel,erschossen
939,Gogl,Josef,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Steinach,Innsbruck__Berg Isel,erschossen
940,Simon,Gley,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Pfons,Innsbruck__Berg Isel,erschossen
941,Hinterkirchner,Alois,22,1809,8,15,,NULL,unbekannt,Steinach__Matrei,Innsbruck__Berg Isel,wunde
942,Lutz,Peter,,1809,11,1,,NULL,unbekannt,Steinach__Trins,unknown__Patschberg,gefallen
943,Schafferer,Franz,50,1809,8,13,,NULL,unbekannt,Steinach__Navis,Innsbruck__Berg Isel,gefallen
944,Egg,Josef,,1809,8,13,,NULL,unbekannt,Steinach__Obernberg,Innsbruck__Berg Isel,gefallen
945,Auer,Melchior,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Schmirn,unknown__Gries bei Steinach,erschossen
946,Eller,Johann,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Schmirn,Innsbruck__Berg Isel,erschossen
947,Troger,Josef,,1809,11,7,,NULL,unbekannt,Steinach__Navis,Steinach__Matrei,erschossen
948,Jenewein,Georg,,1809,NULL,NULL,,NULL,unbekannt,Steinach__Obernberg,Sterzing__Sterzing,gefallen
949,Kerschdorfer,Georg,,1809,NULL,NULL,,NULL,unbekannt,"Steinach__Gries, LG Steinach",unknown__Gries bei Steinach,erschossen
963,Marth,Angon,48,1810,2,16,,NULL,unbekannt,Steinach__Statz bei Matrei,unknown__unbekannt,wunde
